date,scope,category,activity,quantity,unit,emission_factor
2025-01-03,Scope 2,Purchased Electricity,State Grid,232.57659644055653,kWh,0.716
2025-01-03,Scope 2,Purchased Electricity,Rooftop Solar,168.20791167620652,kWh,0.0
2025-01-03,Scope 3,Waste Generated,Mixed Municipal Waste,82.22465773094963,kg,0.45
2025-01-03,Scope 3,Waste Generated,Scrap Metal & Cardboard,50.83167622892848,kg,0.02
2025-01-04,Scope 2,Purchased Electricity,State Grid,289.0778323296439,kWh,0.716
2025-01-04,Scope 2,Purchased Electricity,Rooftop Solar,188.72103681565292,kWh,0.0
2025-01-04,Scope 1,Mobile Combustion,Delivery Truck (Diesel),47.196039988298814,Liter,2.68
2025-01-04,Scope 1,Mobile Combustion,Company Cars (Petrol),24.71200731271656,Liter,2.31
2025-01-05,Scope 2,Purchased Electricity,State Grid,235.00118160729608,kWh,0.716
2025-01-05,Scope 2,Purchased Electricity,Rooftop Solar,220.14632647793871,kWh,0.0
2025-01-06,Scope 2,Purchased Electricity,State Grid,223.42334788957567,kWh,0.716
2025-01-06,Scope 2,Purchased Electricity,Rooftop Solar,212.11269255757708,kWh,0.0
2025-01-07,Scope 2,Purchased Electricity,State Grid,212.33245857980398,kWh,0.716
2025-01-07,Scope 2,Purchased Electricity,Rooftop Solar,220.6294639692963,kWh,0.0
2025-01-08,Scope 2,Purchased Electricity,State Grid,257.9454179994232,kWh,0.716
2025-01-08,Scope 2,Purchased Electricity,Rooftop Solar,177.2783662877452,kWh,0.0
2025-01-09,Scope 2,Purchased Electricity,State Grid,283.68199508441677,kWh,0.716
2025-01-09,Scope 2,Purchased Electricity,Rooftop Solar,205.18668371993516,kWh,0.0
2025-01-10,Scope 2,Purchased Electricity,State Grid,193.20378506431882,kWh,0.716
2025-01-10,Scope 2,Purchased Electricity,Rooftop Solar,193.88551629340697,kWh,0.0
2025-01-10,Scope 3,Waste Generated,Mixed Municipal Waste,74.28947078078684,kg,0.45
2025-01-10,Scope 3,Waste Generated,Scrap Metal & Cardboard,71.25191003880339,kg,0.02
2025-01-11,Scope 2,Purchased Electricity,State Grid,297.8823407604582,kWh,0.716
2025-01-11,Scope 2,Purchased Electricity,Rooftop Solar,201.79847970611254,kWh,0.0
2025-01-11,Scope 1,Mobile Combustion,Delivery Truck (Diesel),49.12808611482497,Liter,2.68
2025-01-11,Scope 1,Mobile Combustion,Company Cars (Petrol),22.8167510160636,Liter,2.31
2025-01-12,Scope 2,Purchased Electricity,State Grid,262.6970550549768,kWh,0.716
2025-01-12,Scope 2,Purchased Electricity,Rooftop Solar,181.49231408669266,kWh,0.0
2025-01-13,Scope 2,Purchased Electricity,State Grid,267.62986342834165,kWh,0.716
2025-01-13,Scope 2,Purchased Electricity,Rooftop Solar,201.73511635954105,kWh,0.0
2025-01-14,Scope 2,Purchased Electricity,State Grid,263.3674283601441,kWh,0.716
2025-01-14,Scope 2,Purchased Electricity,Rooftop Solar,187.75247635907752,kWh,0.0
2025-01-15,Scope 2,Purchased Electricity,State Grid,303.58810476778035,kWh,0.716
2025-01-15,Scope 2,Purchased Electricity,Rooftop Solar,176.63749177786903,kWh,0.0
2025-01-16,Scope 2,Purchased Electricity,State Grid,280.58103575040775,kWh,0.716
2025-01-16,Scope 2,Purchased Electricity,Rooftop Solar,186.067864425196,kWh,0.0
2025-01-17,Scope 2,Purchased Electricity,State Grid,223.11591142064927,kWh,0.716
2025-01-17,Scope 2,Purchased Electricity,Rooftop Solar,199.05640740846675,kWh,0.0
2025-01-17,Scope 3,Waste Generated,Mixed Municipal Waste,73.2000336457777,kg,0.45
2025-01-17,Scope 3,Waste Generated,Scrap Metal & Cardboard,62.699233792404016,kg,0.02
2025-01-18,Scope 2,Purchased Electricity,State Grid,255.1792465557824,kWh,0.716
2025-01-18,Scope 2,Purchased Electricity,Rooftop Solar,199.5427690009555,kWh,0.0
2025-01-18,Scope 1,Mobile Combustion,Delivery Truck (Diesel),38.94559381678568,Liter,2.68
2025-01-18,Scope 1,Mobile Combustion,Company Cars (Petrol),25.55450516143026,Liter,2.31
2025-01-19,Scope 2,Purchased Electricity,State Grid,239.4745346220787,kWh,0.716
2025-01-19,Scope 2,Purchased Electricity,Rooftop Solar,198.74080359354383,kWh,0.0
2025-01-20,Scope 2,Purchased Electricity,State Grid,221.99621687649793,kWh,0.716
2025-01-20,Scope 2,Purchased Electricity,Rooftop Solar,213.26449635894554,kWh,0.0
2025-01-21,Scope 2,Purchased Electricity,State Grid,241.53408897707885,kWh,0.716
2025-01-21,Scope 2,Purchased Electricity,Rooftop Solar,206.34137217984755,kWh,0.0
2025-01-22,Scope 2,Purchased Electricity,State Grid,291.4811867645034,kWh,0.716
2025-01-22,Scope 2,Purchased Electricity,Rooftop Solar,191.47754156904827,kWh,0.0
2025-01-23,Scope 2,Purchased Electricity,State Grid,226.01320602672456,kWh,0.716
2025-01-23,Scope 2,Purchased Electricity,Rooftop Solar,192.49864066822403,kWh,0.0
2025-01-24,Scope 2,Purchased Electricity,State Grid,245.96229002127058,kWh,0.716
2025-01-24,Scope 2,Purchased Electricity,Rooftop Solar,205.5215473869426,kWh,0.0
2025-01-24,Scope 3,Waste Generated,Mixed Municipal Waste,72.09696577159659,kg,0.45
2025-01-24,Scope 3,Waste Generated,Scrap Metal & Cardboard,75.89916493045939,kg,0.02
2025-01-25,Scope 2,Purchased Electricity,State Grid,294.2460174288774,kWh,0.716
2025-01-25,Scope 2,Purchased Electricity,Rooftop Solar,191.24949682901277,kWh,0.0
2025-01-25,Scope 1,Mobile Combustion,Delivery Truck (Diesel),40.55927913093109,Liter,2.68
2025-01-25,Scope 1,Mobile Combustion,Company Cars (Petrol),29.81853080503393,Liter,2.31
2025-01-26,Scope 2,Purchased Electricity,State Grid,166.80843526158725,kWh,0.716
2025-01-26,Scope 2,Purchased Electricity,Rooftop Solar,216.09636392675048,kWh,0.0
2025-01-27,Scope 2,Purchased Electricity,State Grid,223.3252647114752,kWh,0.716
2025-01-27,Scope 2,Purchased Electricity,Rooftop Solar,203.32907908904497,kWh,0.0
2025-01-28,Scope 2,Purchased Electricity,State Grid,285.5386166434792,kWh,0.716
2025-01-28,Scope 2,Purchased Electricity,Rooftop Solar,207.94700870184187,kWh,0.0
2025-01-29,Scope 2,Purchased Electricity,State Grid,205.28324060347742,kWh,0.716
2025-01-29,Scope 2,Purchased Electricity,Rooftop Solar,190.90309401051005,kWh,0.0
2025-01-30,Scope 2,Purchased Electricity,State Grid,191.57274200354257,kWh,0.716
2025-01-30,Scope 2,Purchased Electricity,Rooftop Solar,202.8775008188105,kWh,0.0
2025-01-31,Scope 2,Purchased Electricity,State Grid,304.9001900373758,kWh,0.716
2025-01-31,Scope 2,Purchased Electricity,Rooftop Solar,212.27096898779956,kWh,0.0
2025-01-31,Scope 3,Waste Generated,Mixed Municipal Waste,73.67178678433805,kg,0.45
2025-01-31,Scope 3,Waste Generated,Scrap Metal & Cardboard,65.52869473865555,kg,0.02
2025-02-01,Scope 2,Purchased Electricity,State Grid,270.30754552861794,kWh,0.716
2025-02-01,Scope 2,Purchased Electricity,Rooftop Solar,216.16246469799847,kWh,0.0
2025-02-01,Scope 1,Mobile Combustion,Delivery Truck (Diesel),35.793881221129155,Liter,2.68
2025-02-01,Scope 1,Mobile Combustion,Company Cars (Petrol),21.61355123810445,Liter,2.31
2025-02-02,Scope 2,Purchased Electricity,State Grid,156.07825080569455,kWh,0.716
2025-02-02,Scope 2,Purchased Electricity,Rooftop Solar,209.68854054300732,kWh,0.0
2025-02-03,Scope 2,Purchased Electricity,State Grid,276.98271063467917,kWh,0.716
2025-02-03,Scope 2,Purchased Electricity,Rooftop Solar,189.0289808056455,kWh,0.0
2025-02-04,Scope 2,Purchased Electricity,State Grid,274.02526326187217,kWh,0.716
2025-02-04,Scope 2,Purchased Electricity,Rooftop Solar,188.12539030827037,kWh,0.0
2025-02-05,Scope 2,Purchased Electricity,State Grid,233.29516205609207,kWh,0.716
2025-02-05,Scope 2,Purchased Electricity,Rooftop Solar,213.9815492273284,kWh,0.0
2025-02-06,Scope 2,Purchased Electricity,State Grid,272.7474587656192,kWh,0.716
2025-02-06,Scope 2,Purchased Electricity,Rooftop Solar,214.89621614398612,kWh,0.0
2025-02-07,Scope 2,Purchased Electricity,State Grid,255.9140668783732,kWh,0.716
2025-02-07,Scope 2,Purchased Electricity,Rooftop Solar,217.10529208385827,kWh,0.0
2025-02-07,Scope 3,Waste Generated,Mixed Municipal Waste,98.72771287590432,kg,0.45
2025-02-07,Scope 3,Waste Generated,Scrap Metal & Cardboard,66.90758099409683,kg,0.02
2025-02-08,Scope 2,Purchased Electricity,State Grid,227.2503562577832,kWh,0.716
2025-02-08,Scope 2,Purchased Electricity,Rooftop Solar,214.65516246719903,kWh,0.0
2025-02-08,Scope 1,Mobile Combustion,Delivery Truck (Diesel),42.056039522633114,Liter,2.68
2025-02-08,Scope 1,Mobile Combustion,Company Cars (Petrol),22.609898265052603,Liter,2.31
2025-02-09,Scope 2,Purchased Electricity,State Grid,253.0931518396312,kWh,0.716
2025-02-09,Scope 2,Purchased Electricity,Rooftop Solar,202.54881148651114,kWh,0.0
2025-02-10,Scope 2,Purchased Electricity,State Grid,234.63659276323978,kWh,0.716
2025-02-10,Scope 2,Purchased Electricity,Rooftop Solar,223.9889539239225,kWh,0.0
2025-02-11,Scope 2,Purchased Electricity,State Grid,273.1605791802282,kWh,0.716
2025-02-11,Scope 2,Purchased Electricity,Rooftop Solar,184.7332205506008,kWh,0.0
2025-02-12,Scope 2,Purchased Electricity,State Grid,257.93208519665063,kWh,0.716
2025-02-12,Scope 2,Purchased Electricity,Rooftop Solar,205.49422873562585,kWh,0.0
2025-02-12,Scope 1,Stationary Combustion,DG Set (Diesel),28.519707320936227,Liter,2.68
2025-02-13,Scope 2,Purchased Electricity,State Grid,259.76124220726024,kWh,0.716
2025-02-13,Scope 2,Purchased Electricity,Rooftop Solar,203.76386427858867,kWh,0.0
2025-02-14,Scope 2,Purchased Electricity,State Grid,226.35702281213057,kWh,0.716
2025-02-14,Scope 2,Purchased Electricity,Rooftop Solar,224.39305169540896,kWh,0.0
2025-02-14,Scope 3,Waste Generated,Mixed Municipal Waste,70.73123936300962,kg,0.45
2025-02-14,Scope 3,Waste Generated,Scrap Metal & Cardboard,66.42146240884274,kg,0.02
2025-02-15,Scope 2,Purchased Electricity,State Grid,173.55707141872674,kWh,0.716
2025-02-15,Scope 2,Purchased Electricity,Rooftop Solar,207.3487738352736,kWh,0.0
2025-02-15,Scope 1,Mobile Combustion,Delivery Truck (Diesel),47.62330498071819,Liter,2.68
2025-02-15,Scope 1,Mobile Combustion,Company Cars (Petrol),22.09634550466742,Liter,2.31
2025-02-16,Scope 2,Purchased Electricity,State Grid,227.53867789443993,kWh,0.716
2025-02-16,Scope 2,Purchased Electricity,Rooftop Solar,197.8022327709089,kWh,0.0
2025-02-17,Scope 2,Purchased Electricity,State Grid,168.29069392191002,kWh,0.716
2025-02-17,Scope 2,Purchased Electricity,Rooftop Solar,210.92231516767106,kWh,0.0
2025-02-18,Scope 2,Purchased Electricity,State Grid,175.06221992067444,kWh,0.716
2025-02-18,Scope 2,Purchased Electricity,Rooftop Solar,213.32991390747642,kWh,0.0
2025-02-19,Scope 2,Purchased Electricity,State Grid,241.25259968688346,kWh,0.716
2025-02-19,Scope 2,Purchased Electricity,Rooftop Solar,216.75579492204275,kWh,0.0
2025-02-20,Scope 2,Purchased Electricity,State Grid,229.60210013526424,kWh,0.716
2025-02-20,Scope 2,Purchased Electricity,Rooftop Solar,215.52923172003491,kWh,0.0
2025-02-21,Scope 2,Purchased Electricity,State Grid,200.74176420085962,kWh,0.716
2025-02-21,Scope 2,Purchased Electricity,Rooftop Solar,220.35442302825635,kWh,0.0
2025-02-21,Scope 3,Waste Generated,Mixed Municipal Waste,84.35416594405513,kg,0.45
2025-02-21,Scope 3,Waste Generated,Scrap Metal & Cardboard,62.12296156332857,kg,0.02
2025-02-22,Scope 2,Purchased Electricity,State Grid,274.93015854359635,kWh,0.716
2025-02-22,Scope 2,Purchased Electricity,Rooftop Solar,199.92892233368983,kWh,0.0
2025-02-22,Scope 1,Mobile Combustion,Delivery Truck (Diesel),44.73070944680639,Liter,2.68
2025-02-22,Scope 1,Mobile Combustion,Company Cars (Petrol),26.822509626774345,Liter,2.31
2025-02-23,Scope 2,Purchased Electricity,State Grid,230.99295509825362,kWh,0.716
2025-02-23,Scope 2,Purchased Electricity,Rooftop Solar,196.88198086800213,kWh,0.0
2025-02-24,Scope 2,Purchased Electricity,State Grid,257.7011370865689,kWh,0.716
2025-02-24,Scope 2,Purchased Electricity,Rooftop Solar,198.24705801486405,kWh,0.0
2025-02-25,Scope 2,Purchased Electricity,State Grid,238.70311902587397,kWh,0.716
2025-02-25,Scope 2,Purchased Electricity,Rooftop Solar,207.31947763301812,kWh,0.0
2025-02-26,Scope 2,Purchased Electricity,State Grid,196.56437334789473,kWh,0.716
2025-02-26,Scope 2,Purchased Electricity,Rooftop Solar,207.2628434678216,kWh,0.0
2025-02-27,Scope 2,Purchased Electricity,State Grid,260.03266498696337,kWh,0.716
2025-02-27,Scope 2,Purchased Electricity,Rooftop Solar,168.54660038546913,kWh,0.0
2025-02-28,Scope 2,Purchased Electricity,State Grid,204.23520508752577,kWh,0.716
2025-02-28,Scope 2,Purchased Electricity,Rooftop Solar,211.71487345327282,kWh,0.0
2025-02-28,Scope 3,Waste Generated,Mixed Municipal Waste,80.80809399867701,kg,0.45
2025-02-28,Scope 3,Waste Generated,Scrap Metal & Cardboard,67.7285382679221,kg,0.02
2025-03-01,Scope 2,Purchased Electricity,State Grid,368.7210345066719,kWh,0.716
2025-03-01,Scope 2,Purchased Electricity,Rooftop Solar,203.81311609437344,kWh,0.0
2025-03-01,Scope 1,Mobile Combustion,Delivery Truck (Diesel),34.944756839548575,Liter,2.68
2025-03-01,Scope 1,Mobile Combustion,Company Cars (Petrol),25.34259200304592,Liter,2.31
2025-03-02,Scope 2,Purchased Electricity,State Grid,418.7149431449254,kWh,0.716
2025-03-02,Scope 2,Purchased Electricity,Rooftop Solar,204.095099948717,kWh,0.0
2025-03-03,Scope 2,Purchased Electricity,State Grid,432.4048346588052,kWh,0.716
2025-03-03,Scope 2,Purchased Electricity,Rooftop Solar,175.57034192824727,kWh,0.0
2025-03-04,Scope 2,Purchased Electricity,State Grid,419.47980614095314,kWh,0.716
2025-03-04,Scope 2,Purchased Electricity,Rooftop Solar,195.66047963400814,kWh,0.0
2025-03-05,Scope 2,Purchased Electricity,State Grid,373.6490703198936,kWh,0.716
2025-03-05,Scope 2,Purchased Electricity,Rooftop Solar,197.82473428580414,kWh,0.0
2025-03-06,Scope 2,Purchased Electricity,State Grid,474.43449402879935,kWh,0.716
2025-03-06,Scope 2,Purchased Electricity,Rooftop Solar,180.37430870829266,kWh,0.0
2025-03-07,Scope 2,Purchased Electricity,State Grid,330.44608496617,kWh,0.716
2025-03-07,Scope 2,Purchased Electricity,Rooftop Solar,222.33351203202344,kWh,0.0
2025-03-07,Scope 3,Waste Generated,Mixed Municipal Waste,82.92665734057252,kg,0.45
2025-03-07,Scope 3,Waste Generated,Scrap Metal & Cardboard,63.163313375209746,kg,0.02
2025-03-08,Scope 2,Purchased Electricity,State Grid,408.7643746194856,kWh,0.716
2025-03-08,Scope 2,Purchased Electricity,Rooftop Solar,217.3397770135225,kWh,0.0
2025-03-08,Scope 1,Mobile Combustion,Delivery Truck (Diesel),40.68665015944839,Liter,2.68
2025-03-08,Scope 1,Mobile Combustion,Company Cars (Petrol),23.61877189544588,Liter,2.31
2025-03-09,Scope 2,Purchased Electricity,State Grid,377.4744052859281,kWh,0.716
2025-03-09,Scope 2,Purchased Electricity,Rooftop Solar,204.6253318628127,kWh,0.0
2025-03-10,Scope 2,Purchased Electricity,State Grid,322.20967847238035,kWh,0.716
2025-03-10,Scope 2,Purchased Electricity,Rooftop Solar,224.7738128739311,kWh,0.0
2025-03-11,Scope 2,Purchased Electricity,State Grid,348.8834294796213,kWh,0.716
2025-03-11,Scope 2,Purchased Electricity,Rooftop Solar,226.8047614368099,kWh,0.0
2025-03-12,Scope 2,Purchased Electricity,State Grid,384.06121598519803,kWh,0.716
2025-03-12,Scope 2,Purchased Electricity,Rooftop Solar,208.90102740986438,kWh,0.0
2025-03-13,Scope 2,Purchased Electricity,State Grid,460.4518518806668,kWh,0.716
2025-03-13,Scope 2,Purchased Electricity,Rooftop Solar,197.79265736360037,kWh,0.0
2025-03-14,Scope 2,Purchased Electricity,State Grid,376.52682532423944,kWh,0.716
2025-03-14,Scope 2,Purchased Electricity,Rooftop Solar,182.52936837180349,kWh,0.0
2025-03-14,Scope 3,Waste Generated,Mixed Municipal Waste,80.22018690846289,kg,0.45
2025-03-14,Scope 3,Waste Generated,Scrap Metal & Cardboard,62.09780491787712,kg,0.02
2025-03-15,Scope 2,Purchased Electricity,State Grid,382.758745290907,kWh,0.716
2025-03-15,Scope 2,Purchased Electricity,Rooftop Solar,200.752407972945,kWh,0.0
2025-03-15,Scope 1,Mobile Combustion,Delivery Truck (Diesel),31.37945202686389,Liter,2.68
2025-03-15,Scope 1,Mobile Combustion,Company Cars (Petrol),24.641071662394047,Liter,2.31
2025-03-15,Scope 1,Fugitive Emissions,AC Refrigerant (R-32),1.4386935925241802,kg,675.0
2025-03-16,Scope 2,Purchased Electricity,State Grid,443.0330215518759,kWh,0.716
2025-03-16,Scope 2,Purchased Electricity,Rooftop Solar,217.13341935645508,kWh,0.0
2025-03-17,Scope 2,Purchased Electricity,State Grid,359.5200965483752,kWh,0.716
2025-03-17,Scope 2,Purchased Electricity,Rooftop Solar,243.33529328814137,kWh,0.0
2025-03-18,Scope 2,Purchased Electricity,State Grid,381.43246365514324,kWh,0.716
2025-03-18,Scope 2,Purchased Electricity,Rooftop Solar,200.53414236305665,kWh,0.0
2025-03-19,Scope 2,Purchased Electricity,State Grid,394.6644266526296,kWh,0.716
2025-03-19,Scope 2,Purchased Electricity,Rooftop Solar,196.71173756235171,kWh,0.0
2025-03-20,Scope 2,Purchased Electricity,State Grid,383.51630073943033,kWh,0.716
2025-03-20,Scope 2,Purchased Electricity,Rooftop Solar,203.50644826581416,kWh,0.0
2025-03-21,Scope 2,Purchased Electricity,State Grid,345.7310716085824,kWh,0.716
2025-03-21,Scope 2,Purchased Electricity,Rooftop Solar,217.1366306503376,kWh,0.0
2025-03-21,Scope 3,Waste Generated,Mixed Municipal Waste,83.07290605203019,kg,0.45
2025-03-21,Scope 3,Waste Generated,Scrap Metal & Cardboard,68.15796919460489,kg,0.02
2025-03-22,Scope 2,Purchased Electricity,State Grid,305.8199955262834,kWh,0.716
2025-03-22,Scope 2,Purchased Electricity,Rooftop Solar,215.2395528371985,kWh,0.0
2025-03-22,Scope 1,Mobile Combustion,Delivery Truck (Diesel),46.64723773666266,Liter,2.68
2025-03-22,Scope 1,Mobile Combustion,Company Cars (Petrol),31.266609805038264,Liter,2.31
2025-03-23,Scope 2,Purchased Electricity,State Grid,409.57790096701694,kWh,0.716
2025-03-23,Scope 2,Purchased Electricity,Rooftop Solar,199.39772160595817,kWh,0.0
2025-03-24,Scope 2,Purchased Electricity,State Grid,414.5609382717199,kWh,0.716
2025-03-24,Scope 2,Purchased Electricity,Rooftop Solar,184.39784939010374,kWh,0.0
2025-03-25,Scope 2,Purchased Electricity,State Grid,428.6121246686831,kWh,0.716
2025-03-25,Scope 2,Purchased Electricity,Rooftop Solar,210.42763586544845,kWh,0.0
2025-03-26,Scope 2,Purchased Electricity,State Grid,371.60420250284994,kWh,0.716
2025-03-26,Scope 2,Purchased Electricity,Rooftop Solar,203.80978158184325,kWh,0.0
2025-03-27,Scope 2,Purchased Electricity,State Grid,352.5901927333234,kWh,0.716
2025-03-27,Scope 2,Purchased Electricity,Rooftop Solar,221.59419851899813,kWh,0.0
2025-03-28,Scope 2,Purchased Electricity,State Grid,418.7516569277975,kWh,0.716
2025-03-28,Scope 2,Purchased Electricity,Rooftop Solar,205.6455617937863,kWh,0.0
2025-03-28,Scope 3,Waste Generated,Mixed Municipal Waste,84.13100758218233,kg,0.45
2025-03-28,Scope 3,Waste Generated,Scrap Metal & Cardboard,62.933459904158134,kg,0.02
2025-03-29,Scope 2,Purchased Electricity,State Grid,324.84171552527397,kWh,0.716
2025-03-29,Scope 2,Purchased Electricity,Rooftop Solar,210.90288742585625,kWh,0.0
2025-03-29,Scope 1,Mobile Combustion,Delivery Truck (Diesel),42.94592776487014,Liter,2.68
2025-03-29,Scope 1,Mobile Combustion,Company Cars (Petrol),29.12505379571003,Liter,2.31
2025-03-30,Scope 2,Purchased Electricity,State Grid,432.88444525681336,kWh,0.716
2025-03-30,Scope 2,Purchased Electricity,Rooftop Solar,198.16376261564446,kWh,0.0
2025-03-31,Scope 2,Purchased Electricity,State Grid,351.01266038588597,kWh,0.716
2025-03-31,Scope 2,Purchased Electricity,Rooftop Solar,229.16385884276227,kWh,0.0
2025-04-01,Scope 2,Purchased Electricity,State Grid,345.813392615785,kWh,0.716
2025-04-01,Scope 2,Purchased Electricity,Rooftop Solar,190.09963289403132,kWh,0.0
2025-04-01,Scope 1,Stationary Combustion,DG Set (Diesel),20.18703592527179,Liter,2.68
2025-04-02,Scope 2,Purchased Electricity,State Grid,438.10449279725157,kWh,0.716
2025-04-02,Scope 2,Purchased Electricity,Rooftop Solar,201.169448256841,kWh,0.0
2025-04-02,Scope 1,Stationary Combustion,DG Set (Diesel),22.09786608431297,Liter,2.68
2025-04-03,Scope 2,Purchased Electricity,State Grid,385.2121152508239,kWh,0.716
2025-04-03,Scope 2,Purchased Electricity,Rooftop Solar,233.4135152232841,kWh,0.0
2025-04-04,Scope 2,Purchased Electricity,State Grid,446.76338853662503,kWh,0.716
2025-04-04,Scope 2,Purchased Electricity,Rooftop Solar,214.243658500782,kWh,0.0
2025-04-04,Scope 3,Waste Generated,Mixed Municipal Waste,83.65250943603445,kg,0.45
2025-04-04,Scope 3,Waste Generated,Scrap Metal & Cardboard,60.77873404982509,kg,0.02
2025-04-05,Scope 2,Purchased Electricity,State Grid,398.81904104500524,kWh,0.716
2025-04-05,Scope 2,Purchased Electricity,Rooftop Solar,195.28900800185414,kWh,0.0
2025-04-05,Scope 1,Mobile Combustion,Delivery Truck (Diesel),45.52244036085186,Liter,2.68
2025-04-05,Scope 1,Mobile Combustion,Company Cars (Petrol),25.394814564797702,Liter,2.31
2025-04-06,Scope 2,Purchased Electricity,State Grid,388.34401741063334,kWh,0.716
2025-04-06,Scope 2,Purchased Electricity,Rooftop Solar,226.69492769764233,kWh,0.0
2025-04-07,Scope 2,Purchased Electricity,State Grid,387.12980536450766,kWh,0.716
2025-04-07,Scope 2,Purchased Electricity,Rooftop Solar,202.11179688824325,kWh,0.0
2025-04-08,Scope 2,Purchased Electricity,State Grid,375.63792848703304,kWh,0.716
2025-04-08,Scope 2,Purchased Electricity,Rooftop Solar,204.1056423486078,kWh,0.0
2025-04-09,Scope 2,Purchased Electricity,State Grid,411.73281712959204,kWh,0.716
2025-04-09,Scope 2,Purchased Electricity,Rooftop Solar,204.05195082382224,kWh,0.0
2025-04-10,Scope 2,Purchased Electricity,State Grid,361.76654399765516,kWh,0.716
2025-04-10,Scope 2,Purchased Electricity,Rooftop Solar,193.35033673215892,kWh,0.0
2025-04-11,Scope 2,Purchased Electricity,State Grid,394.31442168561273,kWh,0.716
2025-04-11,Scope 2,Purchased Electricity,Rooftop Solar,199.8632465369752,kWh,0.0
2025-04-11,Scope 3,Waste Generated,Mixed Municipal Waste,82.4697823772967,kg,0.45
2025-04-11,Scope 3,Waste Generated,Scrap Metal & Cardboard,67.18944009819414,kg,0.02
2025-04-12,Scope 2,Purchased Electricity,State Grid,431.3482527153393,kWh,0.716
2025-04-12,Scope 2,Purchased Electricity,Rooftop Solar,183.35178207282556,kWh,0.0
2025-04-12,Scope 1,Mobile Combustion,Delivery Truck (Diesel),42.28033133372325,Liter,2.68
2025-04-12,Scope 1,Mobile Combustion,Company Cars (Petrol),25.95909782285804,Liter,2.31
2025-04-13,Scope 2,Purchased Electricity,State Grid,293.74434244675615,kWh,0.716
2025-04-13,Scope 2,Purchased Electricity,Rooftop Solar,224.9303196689716,kWh,0.0
2025-04-14,Scope 2,Purchased Electricity,State Grid,357.29019537793204,kWh,0.716
2025-04-14,Scope 2,Purchased Electricity,Rooftop Solar,214.81755230638188,kWh,0.0
2025-04-15,Scope 2,Purchased Electricity,State Grid,399.13041720296167,kWh,0.716
2025-04-15,Scope 2,Purchased Electricity,Rooftop Solar,227.41292629797854,kWh,0.0
2025-04-16,Scope 2,Purchased Electricity,State Grid,405.3027315289494,kWh,0.716
2025-04-16,Scope 2,Purchased Electricity,Rooftop Solar,200.33261843907982,kWh,0.0
2025-04-17,Scope 2,Purchased Electricity,State Grid,425.01511835056067,kWh,0.716
2025-04-17,Scope 2,Purchased Electricity,Rooftop Solar,210.37407761485113,kWh,0.0
2025-04-18,Scope 2,Purchased Electricity,State Grid,327.1704467000719,kWh,0.716
2025-04-18,Scope 2,Purchased Electricity,Rooftop Solar,214.7029495515238,kWh,0.0
2025-04-18,Scope 3,Waste Generated,Mixed Municipal Waste,73.32661201582212,kg,0.45
2025-04-18,Scope 3,Waste Generated,Scrap Metal & Cardboard,65.38352263149804,kg,0.02
2025-04-19,Scope 2,Purchased Electricity,State Grid,396.50831800134506,kWh,0.716
2025-04-19,Scope 2,Purchased Electricity,Rooftop Solar,194.98983033411437,kWh,0.0
2025-04-19,Scope 1,Mobile Combustion,Delivery Truck (Diesel),41.326502608211996,Liter,2.68
2025-04-19,Scope 1,Mobile Combustion,Company Cars (Petrol),25.182997150608898,Liter,2.31
2025-04-20,Scope 2,Purchased Electricity,State Grid,427.94246984071117,kWh,0.716
2025-04-20,Scope 2,Purchased Electricity,Rooftop Solar,181.62244810239088,kWh,0.0
2025-04-21,Scope 2,Purchased Electricity,State Grid,393.2639495538966,kWh,0.716
2025-04-21,Scope 2,Purchased Electricity,Rooftop Solar,204.8020998598815,kWh,0.0
2025-04-22,Scope 2,Purchased Electricity,State Grid,355.7411034349009,kWh,0.716
2025-04-22,Scope 2,Purchased Electricity,Rooftop Solar,185.67906786321737,kWh,0.0
2025-04-23,Scope 2,Purchased Electricity,State Grid,413.7979905714595,kWh,0.716
2025-04-23,Scope 2,Purchased Electricity,Rooftop Solar,190.51382119341173,kWh,0.0
2025-04-24,Scope 2,Purchased Electricity,State Grid,440.205428545138,kWh,0.716
2025-04-24,Scope 2,Purchased Electricity,Rooftop Solar,186.84095221736646,kWh,0.0
2025-04-25,Scope 2,Purchased Electricity,State Grid,383.59891976716926,kWh,0.716
2025-04-25,Scope 2,Purchased Electricity,Rooftop Solar,183.9061072377788,kWh,0.0
2025-04-25,Scope 3,Waste Generated,Mixed Municipal Waste,87.64565068236524,kg,0.45
2025-04-25,Scope 3,Waste Generated,Scrap Metal & Cardboard,60.743875929006734,kg,0.02
2025-04-26,Scope 2,Purchased Electricity,State Grid,446.78495907526917,kWh,0.716
2025-04-26,Scope 2,Purchased Electricity,Rooftop Solar,199.24036628283667,kWh,0.0
2025-04-26,Scope 1,Mobile Combustion,Delivery Truck (Diesel),35.558226152089695,Liter,2.68
2025-04-26,Scope 1,Mobile Combustion,Company Cars (Petrol),24.542020735794647,Liter,2.31
2025-04-27,Scope 2,Purchased Electricity,State Grid,402.56724325184746,kWh,0.716
2025-04-27,Scope 2,Purchased Electricity,Rooftop Solar,191.71736773529824,kWh,0.0
2025-04-28,Scope 2,Purchased Electricity,State Grid,400.88054949220486,kWh,0.716
2025-04-28,Scope 2,Purchased Electricity,Rooftop Solar,200.24591007467575,kWh,0.0
